00,01,00,20,a
00,21,00,40,a
00,41,01,00,a
01,01,01,20,b
01,21,01,40,c
01,41,02,00,d
02,01,02,20,e
02,41,03,00,a
03,01,03,20,a
03,21,03,40,a
03,41,04,00,b
04,01,04,20,c
04,21,04,40,d
04,41,05,00,e
05,21,05,40,a
05,41,06,00,a
06,01,06,20,a
06,21,06,40,b
06,41,07,00,c
07,01,07,20,d
07,21,07,40,e
08,01,08,20,a
08,21,08,40,a
08,41,09,00,a
09,01,09,20,b
09,21,09,40,c
09,41,10,00,d
10,01,10,20,e
10,41,11,00,a
11,01,11,20,a
11,21,11,40,a
11,41,12,00,b
12,01,12,20,c
12,21,12,40,d
12,41,13,00,e
13,21,13,40,a
13,41,14,00,a
14,01,14,20,a
14,21,14,40,b
14,41,15,00,c
15,01,15,20,d
15,21,15,40,e
